"","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","class"
"228140","The Pennington School Alumni Theater Series: Charlie & Bruno","Plays","Theater","USD","2016-06-03",2000,"2016-05-04 18:24:26",2405,23,"US",2405,2405,2000,"successful"
"300043","Swich - Wireless charger for iPhone & Android","Product Design","Design","USD","2014-07-30",25000,"2014-06-30 05:21:01",45280,287,"US",45280,45280,25000,"successful"
"202465","ORIGINALS","Music","Music","USD","2011-09-22",500,"2011-08-23 07:34:30",220,9,"US",220,220,500,"failed"
"351861","truck security box","Fabrication Tools","Technology","USD","2015-10-10",10000,"2015-09-10 15:26:23",106.5,2,"US",106.5,106.5,10000,"failed"
"186933","The Bang Bang Experience","Hip-Hop","Music","USD","2017-11-25",15000,"2017-10-26 18:09:52",15417,198,"US",93,15417,15000,"successful"
"52076","Help The Sleep Design Fund a new EP!","Indie Rock","Music","USD","2012-06-13",5000,"2012-05-30 15:27:45",6000.32,102,"US",6000.32,6000.32,5000,"successful"
"369120","David J's new 'Black Dahlia'  theatrical production","Theater","Theater","USD","2011-08-08",5000,"2011-07-09 23:40:45",5399.12,83,"US",5399.12,5399.12,5000,"successful"
"324306","Cobra Clamp","Interactive Design","Design","USD","2014-06-22",97000,"2014-05-23 04:48:48",361,4,"US",361,361,97000,"failed"
"57463","Das neue Auktionsportal der Schweiz","Web","Technology","CHF","2015-07-23",20000,"2015-06-23 17:39:30",20,1,"CH",21.8,20.81,20812.3,"failed"
"46405","""From the Swan`s eye"" UK","Documentary","Film & Video","GBP","2016-09-15",2000,"2016-07-18 23:24:17",141,4,"GB",0,185.78,2635.12,"failed"
"26211","OWLTAC A1T ENDURE FLASHLIGHT! WITH SELECTIVE BATTERY POWER","Gadgets","Technology","USD","2015-06-05",10000,"2015-04-21 18:00:33",15219,252,"US",15219,15219,10000,"successful"
"19261","Arrow: Return of the island","Shorts","Film & Video","GBP","2015-02-03",2000,"2015-01-09 01:03:40",110,2,"GB",166.56,168.5,3063.58,"failed"
"365806","Pipeline Planner: Real Estate Agent Planner & Sales Tracker","Product Design","Design","USD","2016-11-10",10000,"2016-10-11 05:15:07",15899,366,"US",2920,15899,10000,"successful"
"311987","BASIUS 2 - Deluxe Miniature Wargame Base Stamp Pad System","Tabletop Games","Games","GBP","2014-10-26",3000,"2014-09-26 13:23:08",66870,803,"GB",109164.1,106786.97,4790.8,"successful"
"265917","The Gospel Celebration","Faith","Music","USD","2016-08-05",2500,"2016-07-02 14:57:42",0,0,"US",0,0,2500,"failed"
"192413","Atlantis Water Purifying Cup","Technology","Technology","USD","2015-05-12",45000,"2015-04-13 17:20:04",701,11,"US",701,701,45000,"failed"
"287894","Sledger: Another Side of Bob Marley's Jamaica, filmed in 3-D","Documentary","Film & Video","USD","2013-09-11",14000,"2013-07-28 21:57:41",195,4,"US",195,195,14000,"failed"
"174312","24 Hours of Grand Rapids","Photography","Photography","USD","2012-06-15",999,"2012-05-01 02:02:30",1039,29,"US",1039,1039,999,"successful"
"45222","Range2Green Golf","Software","Technology","NOK","2016-12-10",50000,"2016-10-11 14:46:14",560,5,"NO",24.72,64.51,5759.57,"failed"
"251153","Artisan IceCream","Small Batch","Food","USD","2015-11-25",2500,"2015-11-10 17:53:39",76,2,"US",76,76,2500,"failed"
"290161","SINGITAMERICA: Bicentennial  HISTORIC EVENT Once-a-LifeTime","Country & Folk","Music","USD","2015-07-02",1e+05,"2015-06-10 10:56:34",0,0,"US",0,0,1e+05,"failed"
"175254","Ripple: The Most Advanced Solar Watch Strap for Pebble Time.","Gadgets","Technology","USD","2015-12-12",80000,"2015-10-28 17:01:50",56960,696,"US",56960,56960,80000,"failed"
"96383","Brief Battles","Video Games","Games","AUD","2017-11-22",15000,"2017-10-23 03:24:44",15399,242,"AU",1860.75,11735.25,11431.18,"successful"
"6084","Mary Elizabeth: Live, Love, Dream","Pop","Music","NOK","2015-11-01",40000,"2015-09-10 21:13:07",43010,52,"NO",5216.98,5039.78,4687.08,"successful"
"281113","The Great Philosophers - A Children's Book Series","Children's Books","Publishing","USD","2014-06-30",5000,"2014-05-16 18:36:04",35,3,"US",35,35,5000,"failed"
"264720","The Holiday Killer","Fiction","Publishing","AUD","2016-05-15",100,"2016-04-27 14:11:07",2,2,"AU",1.54,1.45,72.29,"failed"
"169902","Drinks Among Friends July 30 Event","Academic","Publishing","USD","2014-08-06",500,"2014-07-30 18:10:44",615,27,"US",615,615,500,"successful"
"218686","Breakthrough Project","Dance","Dance","USD","2013-11-07",2000,"2013-10-08 17:31:16",50,2,"US",50,50,2000,"failed"
"308557","moveker to..Düsseldorf ! GOAL: Rehacare'16 Fair. Let's go!","Product Design","Design","EUR","2016-09-27",7000,"2016-09-07 09:21:19",7238,98,"ES",857.92,8078.31,7812.67,"successful"
"297143","Get ""Old Woman in the Basement"" on the Stage","Performance Art","Art","USD","2012-10-15",3500,"2012-09-15 17:23:27",3500,30,"US",3500,3500,3500,"successful"
"360160","HOLD STILL, THE MOVIE","Narrative Film","Film & Video","USD","2012-07-12",17000,"2012-06-25 22:00:54",19416.72,229,"US",19416.72,19416.72,17000,"successful"
"205582","Machine Made: Rebirth","Video Games","Games","CAD","2015-06-27",800,"2015-04-28 18:55:38",915,95,"CA",752.52,727.23,635.83,"successful"
"306855","Fireflyz Illuminated Accessories","Accessories","Fashion","USD","2014-10-09",1000,"2014-09-09 20:47:04",0,0,"US",0,0,1000,"failed"
"48140","Rokkusu no Sekai (Roc's World)","Video Games","Games","USD","2017-06-09",400,"2017-05-10 12:16:26",70,11,"US",12,70,400,"failed"
"20850","movie mode","Apps","Technology","USD","2015-01-16",7000,"2014-12-17 23:21:33",0,0,"US",0,0,7000,"failed"
"171548","The tome- short stories not intended for children","Fiction","Publishing","USD","2016-10-14",10000,"2016-08-15 05:45:27",0,0,"US",0,0,10000,"failed"
"62076","The Finder of Lost Children","Publishing","Publishing","USD","2011-01-18",500,"2010-12-04 05:44:15",0,0,"US",0,0,500,"failed"
"352902","Help me make a movement","Hip-Hop","Music","USD","2016-03-20",3000,"2016-02-19 21:15:23",1,1,"US",1,1,3000,"failed"
"236236","APBC's Nutcracker 2012- start us off with a bang!","Dance","Dance","USD","2012-11-01",5000,"2012-10-01 19:52:33",5630,65,"US",5630,5630,5000,"successful"
"73088","Book II in the Nine Inch Bride series: A Stone of Conscience","Fiction","Publishing","USD","2013-01-01",2500,"2012-11-29 23:27:02",10,1,"US",10,10,2500,"failed"
"107438","Life Size Tombstone Props for Halloween - Theater Production","Conceptual Art","Art","USD","2014-12-19",5000,"2014-11-19 18:47:08",150,2,"US",150,150,5000,"failed"
"328905","WiPi Wireless Bridge for Raspberry Pi","Hardware","Technology","USD","2012-11-22",1600,"2012-11-01 22:38:50",11986,113,"US",11986,11986,1600,"successful"
"219648","FOSSA Disc Golf - Tana Backpack","Product Design","Design","USD","2015-01-04",15000,"2014-11-20 20:19:42",21101,123,"US",21101,21101,15000,"successful"
"350624","Blind Lifter: Raising the Bar With A Vision","Film & Video","Film & Video","USD","2013-07-01",10000,"2013-05-20 23:52:36",10162,92,"US",10162,10162,10000,"successful"
"266894","Charlie Hall Band's New Album: {The Death of Death}","Music","Music","USD","2012-12-12",24999,"2012-11-12 23:41:45",30029.76,323,"US",30029.76,30029.76,24999,"successful"
"176465","FriendGnosis Game App. How well do you know your friends?","Mobile Games","Games","USD","2015-07-19",50000,"2015-06-19 03:06:35",51,2,"US",51,51,50000,"failed"
"220358","The V-Switch","Technology","Technology","USD","2015-04-01",40000,"2015-02-20 00:31:01",472,9,"US",472,472,40000,"failed"
"173236","It's A Birb Thing Keychains!","Illustration","Art","USD","2017-12-04",100,"2017-11-22 00:10:49",116,13,"US",95,116,100,"successful"
"93498","NEWT: Experiments in Light, Color & Sound","Public Art","Art","USD","2015-10-01",8200,"2015-08-19 06:03:34",10080.22,126,"US",10080.22,10080.22,8200,"successful"
"72694","Best way to ice or heat your swollen ankle,sprain or strain!","Product Design","Design","USD","2016-07-13",3240,"2016-06-13 18:01:31",2,2,"US",0,2,3240,"failed"
"254597","WindMill: a Music Spiral Light Design | Meditation moment","Product Design","Design","HKD","2017-11-30",50000,"2017-10-31 07:10:09",4230,12,"HK",310.24,541.43,6399.92,"failed"
"342214","christianMICHEAL & sHe by christianMICHEAL","Apparel","Fashion","USD","2016-12-10",15000,"2016-11-04 23:02:35",740,15,"US",245,740,15000,"failed"
"237336","Alpakalypse Now:  Comedy for the End of Days","Theater","Theater","USD","2011-06-12",500,"2011-05-13 16:47:36",705,11,"US",705,705,500,"successful"
"204433","Get this 12 Home","People","Photography","USD","2015-02-01",481,"2015-01-22 01:33:25",537,11,"US",537,537,481,"successful"
"152375","The Divamama Playbook","Calendars","Publishing","USD","2017-07-13",10000,"2017-06-13 18:25:21",47,2,"US",22,47,10000,"failed"
"221718","8Wireless - One  World, One  Piece","Product Design","Design","NZD","2015-08-09",30000,"2015-07-02 04:42:36",174,5,"NZ",118.5,114.11,19674.71,"failed"
"160673","Puzzle Boat 4","Puzzles","Games","USD","2017-05-30",6000,"2017-05-11 17:54:45",21161,242,"US",10660,21161,6000,"successful"
"333576","Arbit","Technology","Technology","USD","2016-02-11",10000,"2016-01-12 16:23:35",0,0,"US",0,0,10000,"failed"
"373672","3D HORROR RETRO GAMES - ALONE IN THE DARK 1 REMAKE","Video Games","Games","EUR","2016-03-20",940000,"2016-02-19 13:59:07",25,2,"ES",27.85,27.88,1048475.25,"failed"
"105663","Kubb : The Outdoor Viking Party Game - Handcrafted","Games","Games","USD","2013-03-31",1500,"2013-02-26 23:12:08",31451,488,"US",31451,31451,1500,"successful"
"99847","Relaunch Cornerstone Brewery","Drinks","Food","USD","2014-09-05",60000,"2014-07-07 15:38:17",0,0,"US",0,0,60000,"failed"
"305873","Limited Resources Podcast","Periodicals","Publishing","USD","2013-10-19",12500,"2013-09-19 18:25:43",44364.42,787,"US",44364.42,44364.42,12500,"successful"
"317647","Book Version of Marilyn MacLaren™ and the Lost City of Gold","Publishing","Publishing","USD","2010-06-05",7500,"2010-03-07 17:37:49",50,1,"US",50,50,7500,"failed"
"98821","FREEDOM OF SPEECH","Hip-Hop","Music","USD","2016-06-22",3000,"2016-04-23 19:19:37",1,1,"US",1,1,3000,"failed"
"336204","All in Due Time","Drama","Film & Video","USD","2015-02-18",900,"2015-01-19 22:58:54",925,8,"US",925,925,900,"successful"
"334723","The Studio @ Matthews Yard","Theater","Theater","GBP","2013-01-14",5000,"2012-12-07 02:40:02",7858.29,181,"GB",12664.39,12506.43,7957.48,"successful"
"192813","Help ""Your Love Is Sound"" Get Duplicated!","Music","Music","USD","2015-01-13",700,"2015-01-03 21:58:54",745,21,"US",745,745,700,"successful"
"149338","New York Nature Prints","Places","Photography","USD","2015-02-20",1200,"2015-01-06 17:14:03",1570,48,"US",1570,1570,1200,"successful"
"179231","Liberté","Fashion","Fashion","USD","2017-10-22",30000,"2017-09-22 15:10:21",34563,118,"US",468,34563,30000,"successful"
"100256","GameScope- Precision Video Game Optic System","Video Games","Games","USD","2012-08-11",9850,"2012-07-12 21:57:28",791,16,"US",791,791,9850,"failed"
"377706","Paintings of National Parks in Utah","Painting","Art","USD","2017-05-12",20000,"2017-04-22 22:44:26",336,5,"US",25,336,20000,"failed"
"168688","NEW COMIC BOOK by JESS SMART SMILEY!","Comics","Comics","USD","2010-05-02",1200,"2010-03-12 20:38:34",1403,49,"US",1403,1403,1200,"successful"
"194655","AIDDIE.JAE | Online Art and Clothing Store","Apparel","Fashion","AUD","2015-12-12",2300,"2015-11-12 05:34:29",620,8,"AU",437.29,441.82,1638.99,"failed"
"291746","Ewoking Dead T-Shirt","Apparel","Fashion","USD","2015-10-22",20,"2015-09-22 13:42:07",1347,55,"US",1347,1347,20,"successful"
"29061","Queens Art Express","Mixed Media","Art","USD","2012-06-21",5000,"2012-05-22 15:48:19",50,3,"US",50,50,5000,"failed"
"234965","LIGHTORS: The world's first MONSTER Batteries!","Hardware","Technology","USD","2015-03-14",15000,"2015-02-11 23:59:16",69170,2440,"US",69170,69170,15000,"successful"
"291242","Sci-Fi Rpg Game","Video Games","Games","GBP","2016-05-30",4000,"2016-04-30 15:00:28",1,1,"GB",1.46,1.44,5772.92,"failed"
"77775","Titus and Dronicus – a fun Shakespearean web noir","Webseries","Film & Video","USD","2015-05-19",4440,"2015-04-27 17:51:58",6641,160,"US",6641,6641,4440,"successful"
"182721","Jackie Stabb NEW EP","Indie Rock","Music","USD","2013-12-02",5000,"2013-11-02 18:08:18",5597.01,124,"US",5597.01,5597.01,5000,"successful"
"275503","Look Away: Documenting the Relics from the Trump Campaign","Nonfiction","Publishing","USD","2017-02-14",6000,"2017-01-15 02:39:42",6200,139,"US",1180,6200,6000,"successful"
"20437","Can I Pet Your Werewolf?","Anthologies","Comics","USD","2017-07-15",30000,"2017-06-05 21:57:22",36369.66,1296,"US",3332,36369.66,30000,"successful"
"217663","Velma is Living - A Neo-Noir Narrative Musical Adventure","Narrative Film","Film & Video","USD","2015-07-11",12500,"2015-06-09 14:04:52",13420,101,"US",13420,13420,12500,"successful"
"53129","Lets fire up the Brewery!","Food","Food","USD","2012-12-10",42700,"2012-10-11 22:22:40",890,17,"US",890,890,42700,"failed"
"21758","Range. Smart thermometer, smarter kitchen. (for iPhone/iPad)","Food","Food","USD","2013-08-30",90000,"2013-07-24 18:31:13",177553.5,2156,"US",177553.5,177553.5,90000,"successful"
"15225","Le Guest Book: The gift with a sense of old time hospitality","Product Design","Design","USD","2014-07-11",17500,"2014-06-10 22:33:07",7730,126,"US",7730,7730,17500,"failed"
"230176","Tick Tock Boom Clap - First DVDs in time for the holidays!","Narrative Film","Film & Video","USD","2012-12-10",3330,"2012-11-19 23:33:40",3838,108,"US",3838,3838,3330,"successful"
"27269","Ampersands: Wool & Wood Cases","Fashion","Fashion","USD","2012-12-02",4000,"2012-11-02 08:00:25",4664,81,"US",4664,4664,4000,"successful"
"198716","The Exploding Guitar.","Experimental","Film & Video","USD","2014-08-15",650,"2014-07-16 22:24:41",0,0,"US",0,0,650,"failed"
"123780","The Nana Troll","Children's Books","Publishing","GBP","2016-03-24",2000,"2016-02-23 17:02:33",133,16,"GB",189.95,187.93,2826.02,"failed"
"268767","The Back Piece Project by Camila Rocha & Original US","Art","Art","USD","2011-08-03",1000,"2011-07-04 19:39:20",133,3,"US",133,133,1000,"failed"
"58945","The Inheritance a romance novel","Fiction","Publishing","USD","2017-10-02",2400,"2017-09-01 00:32:54",138,5,"US",0,138,2400,"failed"
"56735","Syntax Error 42's (6930) First Tech Challenge Journey","Robots","Technology","USD","2015-01-29",693,"2014-12-01 01:27:39",845,10,"US",845,845,693,"successful"
"240120","Help Press arrange's New Record, New Memory, to Vinyl","Indie Rock","Music","USD","2012-03-01",2500,"2012-01-31 23:54:03",3167,114,"US",3167,3167,2500,"successful"
"261661","Giant Robot Project GKR-002","Product Design","Design","CAD","2014-08-24",150000,"2014-07-23 21:13:45",1001,13,"CA",931.97,922.24,138197.9,"failed"
"326760","Jackson's Debut EP","Country & Folk","Music","USD","2016-12-26",4700,"2016-11-28 00:32:33",8052,130,"US",105,8052,4700,"successful"
"215050","Keep the Wassaic Project Summer Fest Free","Indie Rock","Music","USD","2011-07-06",11000,"2011-06-06 21:59:59",4899,26,"US",4899,4899,11000,"failed"
"52826","Illinois Art tour","Painting","Art","USD","2015-10-21",600,"2015-08-22 18:16:56",1073,36,"US",1073,1073,600,"successful"
"159089","The Island Of Lost Children","Musical","Theater","GBP","2015-02-02",2500,"2015-01-03 17:34:38",2555,41,"GB",3973.21,3913.73,3829.48,"successful"
"124709","Let's get Music for Headphones- Life.in.Mono on VINYL!","Indie Rock","Music","USD","2011-09-09",3000,"2011-07-26 07:01:16",270,9,"US",270,270,3000,"failed"
"8068","Heart of Fire","Documentary","Film & Video","AUD","2015-04-06",20000,"2015-02-05 13:44:31",442,11,"AU",344.9,337.95,15291.69,"failed"
"310698","Alen of Dale","Music","Music","USD","2012-02-21",500,"2012-01-20 16:58:44",525,21,"US",525,525,500,"successful"
"310682","Uncovered Emotion","People","Photography","GBP","2015-03-09",4000,"2015-02-07 11:58:38",518,15,"GB",794,765.65,5912.35,"failed"
"128765","Dope Boys","Comedy","Film & Video","USD","2015-07-02",10000,"2015-06-02 15:34:37",15405,137,"US",15405,15405,10000,"successful"
"60836","ENTER THE HAGGIS: THE MODEST REVOLUTION","Indie Rock","Music","USD","2012-09-03",20000,"2012-07-08 16:39:22",66035.06,895,"US",66035.06,66035.06,20000,"successful"
"304491","""I'm Scared"" A Stop-Motion Film from Greg ""Craola"" Simkins","Animation","Film & Video","USD","2013-09-04",65000,"2013-08-05 19:13:19",80084,651,"US",80084,80084,65000,"successful"
"282946","Snowball Fight! The Mobile Game","Mobile Games","Games","USD","2017-12-26",5500,"2017-11-28 01:19:57",375,5,"US",2,375,5500,"failed"
"137428","Veteran pig farm","Bacon","Food","USD","2014-08-08",12000,"2014-07-09 18:39:19",0,0,"US",0,0,12000,"failed"
"44564","Lighting Fires at Gas Stations","Film & Video","Film & Video","USD","2011-09-27",10000,"2011-08-30 17:55:19",750,9,"US",750,750,10000,"failed"
"4426","BURIED VALUES: The Recovery! (next in the series)","Fiction","Publishing","USD","2014-05-25",6783,"2014-04-25 21:44:40",0,0,"US",0,0,6783,"failed"
"177488","Waters Reach - EP Project","Rock","Music","GBP","2013-09-01",700,"2013-08-02 21:31:32",0,0,"GB",0,0,1090.48,"failed"
"70449","JahLah jewellery","Printing","Crafts","NOK","2016-01-20",55555,"2015-12-31 15:29:14",5,1,"NO",0.57,0.57,6341.46,"failed"
"40616","A Million Little Snowflakes: A Novel","Fiction","Publishing","USD","2013-07-25",300,"2013-07-09 02:38:00",63,7,"US",63,63,300,"failed"
"369651","Pluto new horizons self improvement campaign","Web","Journalism","CAD","2015-08-17",1e+05,"2015-07-15 01:01:37",0,0,"CA",0,0,76289.29,"failed"
"230632","Decampment","Tabletop Games","Games","USD","2013-08-09",25000,"2013-07-10 19:01:56",336,9,"US",336,336,25000,"failed"
"91133","Keep Ontario hopping, support this re-emerging crop.","Drinks","Food","CAD","2015-06-26",5500,"2015-05-27 22:43:12",47,4,"CA",38.18,38.01,4448.04,"failed"
"69746","Mother - Native Views on Mother Earth Children's book","Children's Books","Publishing","CAD","2016-10-22",4000,"2016-09-23 17:28:01",581,20,"CA",202.27,433.94,2987.53,"failed"
"378107","RoboJoe (prototype) - a robotic coffee shop!","Robots","Technology","USD","2016-03-13",13000,"2016-02-12 20:54:12",175,3,"US",175,175,13000,"failed"
